Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
2.954155965,3,0x38,0x00,Write,ACK
2.954260450,3,0x38,0x07,Write,ACK
2.954569025,4,0x39,0x0D,Read,ACK
2.954674820,4,0x39,0x0F,Read,ACK
2.954780425,4,0x39,0xC7,Read,NAK
2.956969260,6,0x38,0x00,Write,ACK
2.957073745,6,0x38,0x22,Write,ACK
2.957293700,7,0x39,0x0D,Read,ACK
2.957417480,7,0x39,0x0D,Read,ACK
2.957522900,7,0x39,0x3C,Read,NAK
2.960258130,9,0x38,0x00,Write,ACK
2.960451295,9,0x38,0x07,Write,ACK
2.960671255,10,0x39,0x0D,Read,ACK
2.960777045,10,0x39,0x0F,Read,ACK
2.960882655,10,0x39,0xC7,Read,NAK
2.962794075,12,0x38,0x00,Write,ACK
2.962971315,12,0x38,0x22,Write,ACK
2.963191270,13,0x39,0x0D,Read,ACK
2.963297065,13,0x39,0x0D,Read,ACK
2.963421410,13,0x39,0x3C,Read,NAK
2.966028235,15,0x38,0x00,Write,ACK
2.966132720,15,0x38,0x07,Write,ACK
2.966441485,16,0x39,0x0D,Read,ACK
2.966547275,16,0x39,0x0F,Read,ACK
2.966652885,16,0x39,0xC7,Read,NAK
2.968585350,18,0x38,0x00,Write,ACK
2.968689835,18,0x38,0x22,Write,ACK
2.968982545,19,0x39,0x0D,Read,ACK
2.969088340,19,0x39,0x0D,Read,ACK
2.969193760,19,0x39,0x3C,Read,NAK
2.972180550,21,0x38,0x00,Write,ACK
2.972285030,21,0x38,0x07,Write,ACK
2.972520850,22,0x39,0x0D,Read,ACK
2.972626645,22,0x39,0x0F,Read,ACK
2.972732255,22,0x39,0xC7,Read,NAK
2.974775820,24,0x38,0x00,Write,ACK
2.974880305,24,0x38,0x22,Write,ACK
2.975100260,25,0x39,0x0D,Read,ACK
2.975206055,25,0x39,0x0D,Read,ACK
2.975311475,25,0x39,0x3C,Read,NAK
2.977647070,27,0x38,0x00,Write,ACK
2.977751555,27,0x38,0x07,Write,ACK
2.978062380,28,0x39,0x0D,Read,ACK
2.978168175,28,0x39,0x0F,Read,ACK
2.978273785,28,0x39,0xC7,Read,NAK
2.981001205,30,0x38,0x00,Write,ACK
2.981105690,30,0x38,0x22,Write,ACK
2.981325645,31,0x39,0x0D,Read,ACK
2.981540605,31,0x39,0x0D,Read,ACK
2.981646025,31,0x39,0x3C,Read,NAK
2.983827990,33,0x38,0x00,Write,ACK
2.984023655,33,0x38,0x07,Write,ACK
2.984243610,34,0x39,0x0D,Read,ACK
2.984365270,34,0x39,0x0F,Read,ACK
2.984470875,34,0x39,0xC7,Read,NAK
2.986915825,36,0x38,0x00,Write,ACK
2.987020310,36,0x38,0x22,Write,ACK
2.987350055,37,0x39,0x0D,Read,ACK
2.987455850,37,0x39,0x0D,Read,ACK
2.987561270,37,0x39,0x3C,Read,NAK
2.989527780,39,0x38,0x0F,Write,ACK
2.989602850,39,0x38,0xFF,Write,ACK
2.989677915,39,0x38,0x01,Write,ACK
2.989752985,39,0x38,0xBE,Write,ACK
2.990021340,41,0x38,0x0F,Write,ACK
2.990096410,41,0x38,0xFF,Write,ACK
2.990171480,41,0x38,0x80,Write,ACK
2.990246545,41,0x38,0x3E,Write,ACK
2.990532265,43,0x38,0x1F,Write,ACK
2.990698955,43,0x38,0xF0,Write,ACK
2.990774015,43,0x38,0x00,Write,ACK
2.990849085,43,0x38,0x00,Write,ACK
2.990924155,43,0x38,0x00,Write,ACK
2.991100455,45,0x38,0x1F,Write,ACK
2.991175525,45,0x38,0xF3,Write,ACK
2.991250590,45,0x38,0x04,Write,ACK
2.991344645,45,0x38,0x00,Write,ACK
2.991419715,45,0x38,0x22,Write,ACK
2.991687885,47,0x38,0x1F,Write,ACK
2.991762955,47,0x38,0xF4,Write,ACK
2.991838020,47,0x38,0x00,Write,ACK
2.991913085,47,0x38,0x00,Write,ACK
2.991988155,47,0x38,0x01,Write,ACK
2.992164460,49,0x38,0x1F,Write,ACK
2.992239530,49,0x38,0xF6,Write,ACK
2.992422075,49,0x38,0x02,Write,ACK
2.992497140,49,0x38,0x40,Write,ACK
2.992572215,49,0x38,0x80,Write,ACK
2.992748515,51,0x38,0x1F,Write,ACK
2.992823585,51,0x38,0xF7,Write,ACK
2.992898650,51,0x38,0x00,Write,ACK
2.992973715,51,0x38,0x00,Write,ACK
2.993048790,51,0x38,0x80,Write,ACK
2.994229565,54,0x38,0x00,Write,ACK
2.994349350,54,0x38,0x07,Write,ACK
2.994569310,55,0x39,0x0C,Read,ACK
2.994674915,55,0x39,0x00,Read,ACK
2.994779775,55,0x39,0x00,Read,NAK
2.995932650,57,0x38,0x1F,Write,ACK
2.996007720,57,0x38,0xF8,Write,ACK
2.996082790,57,0x38,0xF0,Write,ACK
2.996157855,57,0x38,0xEA,Write,ACK
2.996232925,57,0x38,0xED,Write,ACK
2.996450570,59,0x38,0x1F,Write,ACK
2.996629810,59,0x38,0xF9,Write,ACK
2.996704875,59,0x38,0x12,Write,ACK
2.996779940,59,0x38,0x43,Write,ACK
2.996855010,59,0x38,0x34,Write,ACK
2.997031315,61,0x38,0x1F,Write,ACK
2.997106385,61,0x38,0xFA,Write,ACK
2.997181450,61,0x38,0x00,Write,ACK
2.997256520,61,0x38,0x4A,Write,ACK
2.997441190,61,0x38,0x1A,Write,ACK
2.997617490,63,0x38,0x1F,Write,ACK
2.997692565,63,0x38,0xFB,Write,ACK
2.997767630,63,0x38,0x00,Write,ACK
2.997842695,63,0x38,0x71,Write,ACK
2.997917765,63,0x38,0xC7,Write,ACK
2.998094065,65,0x38,0x1F,Write,ACK
2.998169140,65,0x38,0xFC,Write,ACK
2.998351935,65,0x38,0x0C,Write,ACK
2.998427000,65,0x38,0x02,Write,ACK
2.998502070,65,0x38,0x3F,Write,ACK
2.998678370,67,0x38,0x1F,Write,ACK
2.998753445,67,0x38,0xFD,Write,ACK
2.998828510,67,0x38,0x00,Write,ACK
2.998903575,67,0x38,0x00,Write,ACK
2.998978645,67,0x38,0x12,Write,ACK
2.999425985,70,0x38,0x00,Write,ACK
2.999530465,70,0x38,0x22,Write,ACK
2.999750425,71,0x39,0x0C,Read,ACK
2.999856030,71,0x39,0x00,Read,ACK
3.000052820,71,0x39,0x00,Read,NAK
3.001129005,73,0x38,0x1F,Write,ACK
3.001204075,73,0x38,0xF8,Write,ACK
3.001279140,73,0x38,0x6F,Write,ACK
3.001372755,73,0x38,0x02,Write,ACK
3.001447830,73,0x38,0xB1,Write,ACK
3.001716060,75,0x38,0x1F,Write,ACK
3.001791130,75,0x38,0xF9,Write,ACK
3.001866195,75,0x38,0x12,Write,ACK
3.001941260,75,0x38,0x03,Write,ACK
3.002016330,75,0x38,0x34,Write,ACK
3.002192630,77,0x38,0x1F,Write,ACK
3.002267705,77,0x38,0xFB,Write,ACK
3.002384050,77,0x38,0x00,Write,ACK
3.002550985,77,0x38,0x63,Write,ACK
3.002626055,77,0x38,0x0C,Write,ACK
3.002802355,79,0x38,0x08,Write,ACK
3.002877425,79,0x38,0x00,Write,ACK
3.002952490,79,0x38,0x0C,Write,ACK
3.003027560,79,0x38,0x6C,Write,ACK
3.003203860,81,0x38,0x10,Write,ACK
3.003389285,81,0x38,0x00,Write,ACK
3.003464350,81,0x38,0x00,Write,ACK
3.003539420,81,0x38,0x0B,Write,ACK
3.003614485,81,0x38,0x4B,Write,ACK
3.003790790,83,0x38,0x21,Write,ACK
3.003865855,83,0x38,0x2B,Write,ACK
3.003940925,83,0x38,0x08,Write,ACK
3.004015995,83,0x38,0x00,Write,ACK
3.004459900,86,0x38,0x00,Write,ACK
3.004564385,86,0x38,0x07,Write,ACK
3.004784340,87,0x39,0x0C,Read,ACK
3.004889945,87,0x39,0xD4,Read,ACK
3.005086985,87,0x39,0x2E,Read,NAK
3.006283705,89,0x38,0x11,Write,ACK
3.006375260,89,0x38,0x3E,Write,ACK
3.006450325,89,0x38,0x00,Write,ACK
3.006525395,89,0x38,0x09,Write,ACK
3.006600465,89,0x38,0x05,Write,ACK
3.006868445,91,0x38,0x11,Write,ACK
3.006943515,91,0x38,0x3E,Write,ACK
3.007018580,91,0x38,0x00,Write,ACK
3.007093650,91,0x38,0x09,Write,ACK
3.007168715,91,0x38,0x0E,Write,ACK
3.007389425,93,0x38,0x11,Write,ACK
3.007556050,93,0x38,0xE9,Write,ACK
3.007631115,93,0x38,0x00,Write,ACK
3.007706185,93,0x38,0x00,Write,ACK
3.007781250,93,0x38,0x48,Write,ACK
3.007957555,95,0x38,0x11,Write,ACK
3.008032625,95,0x38,0xFB,Write,ACK
3.008107690,95,0x38,0x20,Write,ACK
3.008182760,95,0x38,0x00,Write,ACK
3.008257830,95,0x38,0xE3,Write,ACK
3.008541985,97,0x38,0x11,Write,ACK
3.008617055,97,0x38,0xFD,Write,ACK
3.008692120,97,0x38,0x20,Write,ACK
3.008767185,97,0x38,0x01,Write,ACK
3.008842255,97,0x38,0x34,Write,ACK
3.009270425,100,0x38,0x00,Write,ACK
3.009392955,100,0x38,0x22,Write,ACK
3.009612910,101,0x39,0x0C,Read,ACK
3.009718520,101,0x39,0x00,Read,ACK
3.009823375,101,0x39,0x00,Read,NAK
3.010987310,103,0x38,0x11,Write,ACK
3.011062375,103,0x38,0x3E,Write,ACK
3.011137445,103,0x38,0x00,Write,ACK
3.011212515,103,0x38,0x08,Write,ACK
3.011287580,103,0x38,0x7D,Write,ACK
3.011508285,105,0x38,0x11,Write,ACK
3.011583355,105,0x38,0x3E,Write,ACK
3.011658420,105,0x38,0x00,Write,ACK
3.011825610,105,0x38,0x08,Write,ACK
3.011900675,105,0x38,0x1C,Write,ACK
3.012076980,107,0x38,0x11,Write,ACK
3.012152045,107,0x38,0x38,Write,ACK
3.012227120,107,0x38,0xDF,Write,ACK
3.012302185,107,0x38,0xFF,Write,ACK
3.012393240,107,0x38,0xFF,Write,ACK
3.012661095,109,0x38,0x11,Write,ACK
3.012736165,109,0x38,0x39,Write,ACK
3.012811230,109,0x38,0x20,Write,ACK
3.012886300,109,0x38,0x00,Write,ACK
3.012961370,109,0x38,0x00,Write,ACK
3.013137670,111,0x38,0x11,Write,ACK
3.013212740,111,0x38,0x3A,Write,ACK
3.013287805,111,0x38,0x7F,Write,ACK
3.013472605,111,0x38,0xCF,Write,ACK
3.013547675,111,0x38,0xFF,Write,ACK
3.013723975,113,0x38,0x11,Write,ACK
3.013799040,113,0x38,0x3B,Write,ACK
3.013874110,113,0x38,0x00,Write,ACK
3.013949180,113,0x38,0x10,Write,ACK
3.014024245,113,0x38,0x00,Write,ACK
3.014292230,115,0x38,0x11,Write,ACK
3.014383220,115,0x38,0x3C,Write,ACK
3.014458295,115,0x38,0xFF,Write,ACK
3.014533360,115,0x38,0xFF,Write,ACK
3.014608430,115,0x38,0xFF,Write,ACK
3.014784730,117,0x38,0x11,Write,ACK
3.014859795,117,0x38,0x3D,Write,ACK
3.014934865,117,0x38,0x00,Write,ACK
3.015009935,117,0x38,0x00,Write,ACK
3.015177115,117,0x38,0x00,Write,ACK
3.015372220,119,0x38,0x11,Write,ACK
3.015447285,119,0x38,0x3E,Write,ACK
3.015522355,119,0x38,0x00,Write,ACK
3.015597420,119,0x38,0x08,Write,ACK
3.015672495,119,0x38,0xF3,Write,ACK
3.015848795,121,0x38,0x11,Write,ACK
3.016015855,121,0x38,0x49,Write,ACK
3.016090920,121,0x38,0x7F,Write,ACK
3.016165995,121,0x38,0xFF,Write,ACK
3.016241060,121,0x38,0xFF,Write,ACK
3.016432600,123,0x38,0x11,Write,ACK
3.016507665,123,0x38,0x48,Write,ACK
3.016582735,123,0x38,0x7F,Write,ACK
3.016657805,123,0x38,0xFF,Write,ACK
3.016824930,123,0x38,0xFF,Write,ACK
3.017002165,125,0x38,0x11,Write,ACK
3.017077045,125,0x38,0x4D,Write,ACK
3.017151925,125,0x38,0x00,Write,ACK
3.017226805,125,0x38,0x00,Write,ACK
3.017301685,125,0x38,0x00,Write,ACK
3.017489670,127,0x38,0x11,Write,ACK
3.017656415,127,0x38,0x4A,Write,ACK
3.017731295,127,0x38,0x00,Write,ACK
3.017806180,127,0x38,0x00,Write,ACK
3.017881060,127,0x38,0x00,Write,ACK
3.018053925,129,0x38,0x11,Write,ACK
3.018128805,129,0x38,0x4D,Write,ACK
3.018203685,129,0x38,0x05,Write,ACK
3.018278570,129,0x38,0xCE,Write,ACK
3.018368685,129,0x38,0x14,Write,ACK
3.018646290,131,0x38,0x11,Write,ACK
3.018721170,131,0x38,0x4C,Write,ACK
3.018796050,131,0x38,0x00,Write,ACK
3.018870930,131,0x38,0x00,Write,ACK
3.018945810,131,0x38,0x00,Write,ACK
3.019116865,133,0x38,0x21,Write,ACK
3.019191745,133,0x38,0x28,Write,ACK
3.019377355,133,0x38,0x00,Write,ACK
3.019452235,133,0x38,0x00,Write,ACK
3.019622920,135,0x38,0x21,Write,ACK
3.019697800,135,0x38,0x29,Write,ACK
3.019772680,135,0x38,0x00,Write,ACK
3.019847560,135,0x38,0x00,Write,ACK
3.020327690,138,0x38,0x00,Write,ACK
3.020432170,138,0x38,0x07,Write,ACK
3.020652130,139,0x39,0x0C,Read,ACK
3.020757735,139,0x39,0xBB,Read,ACK
3.020863720,139,0x39,0xC5,Read,NAK
3.022209575,141,0x38,0x21,Write,ACK
3.022284455,141,0x38,0xF3,Write,ACK
3.022375820,141,0x38,0x07,Write,ACK
3.022450705,141,0x38,0x20,Write,ACK
3.022717310,143,0x38,0x21,Write,ACK
3.022792195,143,0x38,0xF4,Write,ACK
3.022867075,143,0x38,0x03,Write,ACK
3.022941955,143,0x38,0xF9,Write,ACK
3.023116635,145,0x38,0x21,Write,ACK
3.023191515,145,0x38,0xF5,Write,ACK
3.023266395,145,0x38,0x00,Write,ACK
3.023385680,145,0x38,0x00,Write,ACK
3.023652100,147,0x38,0x21,Write,ACK
3.023726985,147,0x38,0xF6,Write,ACK
3.023801860,147,0x38,0x00,Write,ACK
3.023876740,147,0x38,0x00,Write,ACK
3.024051420,149,0x38,0x21,Write,ACK
3.024126305,149,0x38,0xF7,Write,ACK
3.024201180,149,0x38,0x00,Write,ACK
3.024276065,149,0x38,0xDF,Write,ACK
3.024558160,151,0x38,0x21,Write,ACK
3.024633045,151,0x38,0xF8,Write,ACK
3.024707920,151,0x38,0x00,Write,ACK
3.024782800,151,0x38,0x06,Write,ACK
3.024957480,153,0x38,0x21,Write,ACK
3.025032365,153,0x38,0xF9,Write,ACK
3.025107240,153,0x38,0x00,Write,ACK
3.025273615,153,0x38,0x00,Write,ACK
3.025466345,155,0x38,0x21,Write,ACK
3.025541225,155,0x38,0xFA,Write,ACK
3.025616105,155,0x38,0x00,Write,ACK
3.025690985,155,0x38,0x00,Write,ACK
3.025865665,157,0x38,0x21,Write,ACK
3.025940550,157,0x38,0xFB,Write,ACK
3.026107355,157,0x38,0x00,Write,ACK
3.026182235,157,0x38,0x00,Write,ACK
3.026372840,159,0x38,0x21,Write,ACK
3.026447725,159,0x38,0xFC,Write,ACK
3.026522600,159,0x38,0x02,Write,ACK
3.026597480,159,0x38,0x00,Write,ACK
3.026770035,161,0x38,0x11,Write,ACK
3.026936915,161,0x38,0xE5,Write,ACK
3.027011790,161,0x38,0x20,Write,ACK
3.027086670,161,0x38,0x00,Write,ACK
3.027161555,161,0x38,0xE0,Write,ACK
3.027352095,163,0x38,0x11,Write,ACK
3.027426980,163,0x38,0xE6,Write,ACK
3.027501855,163,0x38,0x00,Write,ACK
3.027576735,163,0x38,0x0A,Write,ACK
3.027651615,163,0x38,0x26,Write,ACK
3.028075660,166,0x38,0x00,Write,ACK
3.028180145,166,0x38,0x22,Write,ACK
3.028415405,167,0x39,0x0C,Read,ACK
3.028612690,167,0x39,0x00,Read,ACK
3.028717550,167,0x39,0x00,Read,NAK
3.029798670,169,0x38,0x21,Write,ACK
3.029873555,169,0x38,0xF3,Write,ACK
3.029948430,169,0x38,0x02,Write,ACK
3.030023310,169,0x38,0x00,Write,ACK
3.030289670,171,0x38,0x21,Write,ACK
3.030405835,171,0x38,0xF4,Write,ACK
3.030480710,171,0x38,0x00,Write,ACK
3.030555590,171,0x38,0x00,Write,ACK
3.030730270,173,0x38,0x21,Write,ACK
3.030805155,173,0x38,0xF5,Write,ACK
3.030880035,173,0x38,0x02,Write,ACK
3.030954915,173,0x38,0xC7,Write,ACK
3.031221710,175,0x38,0x21,Write,ACK
3.031315640,175,0x38,0xF6,Write,ACK
3.031390520,175,0x38,0x00,Write,ACK
3.031465400,175,0x38,0x00,Write,ACK
3.031640080,177,0x38,0x21,Write,ACK
3.031714960,177,0x38,0xF7,Write,ACK
3.031789840,177,0x38,0x03,Write,ACK
3.031864720,177,0x38,0x63,Write,ACK
3.032202150,179,0x38,0x21,Write,ACK
3.032277035,179,0x38,0xF8,Write,ACK
3.032367900,179,0x38,0x0C,Write,ACK
3.032442785,179,0x38,0x9D,Write,ACK
3.032617460,181,0x38,0x21,Write,ACK
3.032692340,181,0x38,0xF9,Write,ACK
3.032853840,181,0x38,0x00,Write,ACK
3.032928720,181,0x38,0x00,Write,ACK
3.033101280,183,0x38,0x11,Write,ACK
3.033176160,183,0x38,0xE5,Write,ACK
3.033251040,183,0x38,0x20,Write,ACK
3.033343970,183,0x38,0x00,Write,ACK
3.033418850,183,0x38,0xE9,Write,ACK
3.033677965,185,0x38,0x11,Write,ACK
3.033752845,185,0x38,0xE6,Write,ACK
3.033827725,185,0x38,0x00,Write,ACK
3.033902605,185,0x38,0x0A,Write,ACK
3.033977485,185,0x38,0x2C,Write,ACK
3.034325400,188,0x38,0x00,Write,ACK
3.034517070,188,0x38,0x07,Write,ACK
3.034737025,189,0x39,0x0C,Read,ACK
3.034842635,189,0x39,0xE7,Read,ACK
3.034948615,189,0x39,0xB2,Read,NAK
3.036035665,191,0x38,0x21,Write,ACK
3.036197045,191,0x38,0x7D,Write,ACK
3.036271925,191,0x38,0x07,Write,ACK
3.036363235,191,0x38,0xE9,Write,ACK
3.036534285,193,0x38,0x21,Write,ACK
3.036609170,193,0x38,0x3F,Write,ACK
3.036684050,193,0x38,0x02,Write,ACK
3.036758930,193,0x38,0x21,Write,ACK
3.037992365,195,0x38,0x21,Write,ACK
3.038067245,195,0x38,0x4A,Write,ACK
3.038142125,195,0x38,0x0C,Write,ACK
3.038217005,195,0x38,0x6D,Write,ACK
3.038403615,197,0x38,0x21,Write,ACK
3.038478495,197,0x38,0x4B,Write,ACK
3.038553375,197,0x38,0x08,Write,ACK
3.038715065,197,0x38,0x00,Write,ACK
3.039048430,200,0x38,0x00,Write,ACK
3.039152915,200,0x38,0x22,Write,ACK
3.039391855,201,0x39,0x0C,Read,ACK
3.039584460,201,0x39,0x00,Read,ACK
3.039689315,201,0x39,0x00,Read,NAK
3.041597745,203,0x38,0x21,Write,ACK
3.041672625,203,0x38,0x21,Write,ACK
3.041747505,203,0x38,0x08,Write,ACK
3.041822385,203,0x38,0x00,Write,ACK
3.042080440,205,0x38,0x21,Write,ACK
3.042155320,205,0x38,0x22,Write,ACK
3.042230200,205,0x38,0x08,Write,ACK
3.042320880,205,0x38,0x00,Write,ACK
3.042654060,208,0x38,0x00,Write,ACK
3.042758540,208,0x38,0x07,Write,ACK
3.043064995,209,0x39,0x0C,Read,ACK
3.043170605,209,0x39,0xD1,Read,ACK
3.043276210,209,0x39,0x15,Read,NAK
3.046012070,211,0x38,0x21,Write,ACK
3.046087140,211,0x38,0xF3,Write,ACK
3.046162205,211,0x38,0x07,Write,ACK
3.046339760,211,0x38,0xE2,Write,ACK
3.046515000,213,0x38,0x21,Write,ACK
3.046590070,213,0x38,0xF4,Write,ACK
3.046665135,213,0x38,0x05,Write,ACK
3.046740200,213,0x38,0x69,Write,ACK
3.046915445,215,0x38,0x21,Write,ACK
3.046990515,215,0x38,0xF5,Write,ACK
3.047152140,215,0x38,0x0C,Write,ACK
3.047227205,215,0x38,0x1D,Write,ACK
3.047421495,217,0x38,0x21,Write,ACK
3.047496565,217,0x38,0xF6,Write,ACK
3.047571630,217,0x38,0x02,Write,ACK
3.047646700,217,0x38,0x00,Write,ACK
3.047821940,219,0x38,0x21,Write,ACK
3.047983570,219,0x38,0xF7,Write,ACK
3.048058635,219,0x38,0x00,Write,ACK
3.048133705,219,0x38,0x0E,Write,ACK
3.048324870,221,0x38,0x21,Write,ACK
3.048399940,221,0x38,0xF8,Write,ACK
3.048475005,221,0x38,0x04,Write,ACK
3.048550075,221,0x38,0xFF,Write,ACK
3.048811810,223,0x38,0x21,Write,ACK
3.048886885,223,0x38,0xF9,Write,ACK
3.048961945,223,0x38,0x00,Write,ACK
3.049037015,223,0x38,0x00,Write,ACK
3.049212255,225,0x38,0x21,Write,ACK
3.049305250,225,0x38,0xFA,Write,ACK
3.049380315,225,0x38,0x00,Write,ACK
3.049455385,225,0x38,0x00,Write,ACK
3.049717685,227,0x38,0x21,Write,ACK
3.049792755,227,0x38,0xFB,Write,ACK
3.049867820,227,0x38,0x00,Write,ACK
3.049942890,227,0x38,0x0E,Write,ACK
3.050118130,229,0x38,0x21,Write,ACK
3.050193200,229,0x38,0xFC,Write,ACK
3.050268265,229,0x38,0x04,Write,ACK
3.050359260,229,0x38,0xFF,Write,ACK
3.050619310,231,0x38,0x11,Write,ACK
3.050694380,231,0x38,0xE5,Write,ACK
3.050769445,231,0x38,0x20,Write,ACK
3.050844515,231,0x38,0x01,Write,ACK
3.050919580,231,0x38,0x10,Write,ACK
3.051092825,233,0x38,0x11,Write,ACK
3.051167895,233,0x38,0xE6,Write,ACK
3.051242960,233,0x38,0x00,Write,ACK
3.051423135,233,0x38,0x0A,Write,ACK
3.051498205,233,0x38,0x26,Write,ACK
3.051859735,236,0x38,0x00,Write,ACK
3.051964215,236,0x38,0x22,Write,ACK
3.052270985,237,0x39,0x0C,Read,ACK
3.052391890,237,0x39,0x00,Read,ACK
3.052496750,237,0x39,0x00,Read,NAK
3.053595170,239,0x38,0x21,Write,ACK
3.053670240,239,0x38,0xF3,Write,ACK
3.053745305,239,0x38,0x01,Write,ACK
3.053950145,239,0x38,0x29,Write,ACK
3.054125390,241,0x38,0x21,Write,ACK
3.054200460,241,0x38,0xF4,Write,ACK
3.054275460,241,0x38,0x04,Write,ACK
3.054391875,241,0x38,0x94,Write,ACK
3.054567115,243,0x38,0x21,Write,ACK
3.054729120,243,0x38,0xF5,Write,ACK
3.054804185,243,0x38,0x00,Write,ACK
3.054879250,243,0x38,0x00,Write,ACK
3.055054495,245,0x38,0x21,Write,ACK
3.055129565,245,0x38,0xF6,Write,ACK
3.055204630,245,0x38,0x02,Write,ACK
3.055298685,245,0x38,0x00,Write,ACK
3.055560735,247,0x38,0x21,Write,ACK
3.055635805,247,0x38,0xF7,Write,ACK
3.055710870,247,0x38,0x00,Write,ACK
3.055785935,247,0x38,0x00,Write,ACK
3.055961180,249,0x38,0x21,Write,ACK
3.056036250,249,0x38,0xF8,Write,ACK
3.056111315,249,0x38,0xF8,Write,ACK
3.056186380,249,0x38,0x00,Write,ACK
3.056464355,251,0x38,0x21,Write,ACK
3.056539430,251,0x38,0xF9,Write,ACK
3.056614495,251,0x38,0x01,Write,ACK
3.056689560,251,0x38,0x00,Write,ACK
3.056862865,253,0x38,0x11,Write,ACK
3.056937935,253,0x38,0xE5,Write,ACK
3.057013005,253,0x38,0x20,Write,ACK
3.057088070,253,0x38,0x01,Write,ACK
3.057249760,253,0x38,0x1A,Write,ACK
3.057441115,255,0x38,0x11,Write,ACK
3.057516185,255,0x38,0xE6,Write,ACK
3.057591250,255,0x38,0x00,Write,ACK
3.057666320,255,0x38,0x0A,Write,ACK
3.057741385,255,0x38,0x2C,Write,ACK
3.058161245,258,0x38,0x00,Write,ACK
3.058265730,258,0x38,0x07,Write,ACK
3.058501615,259,0x39,0x0C,Read,ACK
3.058607220,259,0x39,0xCC,Read,ACK
3.058712825,259,0x39,0x9F,Read,NAK
3.059912045,261,0x38,0x21,Write,ACK
3.059986925,261,0x38,0x77,Write,ACK
3.060061805,261,0x38,0x00,Write,ACK
3.060136685,261,0x38,0x00,Write,ACK
3.060357390,263,0x38,0x21,Write,ACK
3.060432275,263,0x38,0x2A,Write,ACK
3.060507155,263,0x38,0x0F,Write,ACK
3.060669035,263,0x38,0x80,Write,ACK
3.060842585,265,0x38,0x21,Write,ACK
3.060917465,265,0x38,0x2B,Write,ACK
3.060992345,265,0x38,0x00,Write,ACK
3.061067225,265,0x38,0x00,Write,ACK
3.061241405,267,0x38,0x21,Write,ACK
3.061334275,267,0x38,0x2C,Write,ACK
3.061495900,267,0x38,0x0F,Write,ACK
3.061570780,267,0x38,0x33,Write,ACK
3.062133595,270,0x38,0x00,Write,ACK
3.062341065,270,0x38,0x22,Write,ACK
3.062561020,271,0x39,0x0C,Read,ACK
3.062666630,271,0x39,0x00,Read,ACK
3.062771485,271,0x39,0x00,Read,NAK
3.063572195,273,0x38,0x11,Write,ACK
3.063647075,273,0x38,0x4D,Write,ACK
3.063721955,273,0x38,0x00,Write,ACK
3.063796835,273,0x38,0x00,Write,ACK
3.063871715,273,0x38,0x00,Write,ACK
3.064129080,275,0x38,0x11,Write,ACK
3.064203960,275,0x38,0x4A,Write,ACK
3.064320185,275,0x38,0x00,Write,ACK
3.064395070,275,0x38,0x00,Write,ACK
3.064469950,275,0x38,0x00,Write,ACK
3.064642815,277,0x38,0x11,Write,ACK
3.064717695,277,0x38,0x4D,Write,ACK
3.064879135,277,0x38,0x05,Write,ACK
3.064954020,277,0x38,0xCE,Write,ACK
3.065028895,277,0x38,0x14,Write,ACK
3.066112380,280,0x38,0x00,Write,ACK
3.066216860,280,0x38,0x07,Write,ACK
3.066538555,281,0x39,0x0C,Read,ACK
3.066644160,281,0x39,0xE3,Read,ACK
3.066749955,281,0x39,0xEA,Read,NAK
3.067927565,283,0x38,0x11,Write,ACK
3.068002635,283,0x38,0xF5,Write,ACK
3.068077700,283,0x38,0x20,Write,ACK
3.068239700,283,0x38,0x01,Write,ACK
3.068356115,283,0x38,0x17,Write,ACK
3.068527980,285,0x38,0x11,Write,ACK
3.068603055,285,0x38,0xF6,Write,ACK
3.068678115,285,0x38,0x20,Write,ACK
3.068753185,285,0x38,0x01,Write,ACK
3.068828255,285,0x38,0x19,Write,ACK
3.069090930,287,0x38,0x20,Write,ACK
3.069166000,287,0x38,0xB0,Write,ACK
3.069241065,287,0x38,0x07,Write,ACK
3.069334245,287,0x38,0xE7,Write,ACK
3.069510860,289,0x38,0x20,Write,ACK
3.069585930,289,0x38,0xB1,Write,ACK
3.069660995,289,0x38,0x01,Write,ACK
3.069736065,289,0x38,0xEF,Write,ACK
3.069999110,291,0x38,0x20,Write,ACK
3.070074180,291,0x38,0xB2,Write,ACK
3.070149245,291,0x38,0x0C,Write,ACK
3.070224315,291,0x38,0x18,Write,ACK
3.070416920,293,0x38,0x20,Write,ACK
3.070491990,293,0x38,0xB3,Write,ACK
3.070567055,293,0x38,0x03,Write,ACK
3.070728560,293,0x38,0xB3,Write,ACK
3.070905170,295,0x38,0x20,Write,ACK
3.070980240,295,0x38,0xB4,Write,ACK
3.071055305,295,0x38,0x01,Write,ACK
3.071130380,295,0x38,0xF9,Write,ACK
3.071326040,297,0x38,0x20,Write,ACK
3.071401110,297,0x38,0xB5,Write,ACK
3.071562605,297,0x38,0x06,Write,ACK
3.071637680,297,0x38,0xC7,Write,ACK
3.071814290,299,0x38,0x20,Write,ACK
3.071889365,299,0x38,0xB6,Write,ACK
3.071964425,299,0x38,0x0C,Write,ACK
3.072039495,299,0x38,0x0C,Write,ACK
3.072216110,301,0x38,0x20,Write,ACK
3.072307105,301,0x38,0xB7,Write,ACK
3.072468545,301,0x38,0x02,Write,ACK
